Notes,State,State Code,Year,Year Code,Diabetes,Diabetes Code,Tobacco Use,Tobacco Use Code,Births
,Mississippi,28,2014,2014,Yes,1,No,2,1604
,Mississippi,28,2014,2014,No,2,Yes,1,4112
,Mississippi,28,2014,2014,No,2,No,2,32787
,Mississippi,28,2015,2015,Yes,1,Yes,1,181
,Mississippi,28,2015,2015,Yes,1,No,2,1517
,Mississippi,28,2015,2015,No,2,Yes,1,3731
,Mississippi,28,2015,2015,No,2,No,2,32945
,Missouri,29,2010,2010,Yes,1,Yes,1,853
,Missouri,29,2010,2010,Yes,1,No,2,3491
,Missouri,29,2010,2010,No,2,Yes,1,13476
,Missouri,29,2010,2010,No,2,No,2,58046
,Missouri,29,2011,2011,Yes,1,Yes,1,787
,Missouri,29,2011,2011,Yes,1,No,2,3531
,Missouri,29,2011,2011,No,2,Yes,1,13012
,Missouri,29,2011,2011,No,2,No,2,57939
,Missouri,29,2012,2012,Yes,1,Yes,1,863
,Missouri,29,2012,2012,Yes,1,No,2,3601
,Missouri,29,2012,2012,No,2,Yes,1,12657
,Missouri,29,2012,2012,No,2,No,2,57568
,Missouri,29,2013,2013,Yes,1,Yes,1,745
,Missouri,29,2013,2013,Yes,1,No,2,3558
,Missouri,29,2013,2013,No,2,Yes,1,12417
,Missouri,29,2013,2013,No,2,No,2,57829
,Missouri,29,2014,2014,Yes,1,Yes,1,748
,Missouri,29,2014,2014,Yes,1,No,2,3719
,Missouri,29,2014,2014,No,2,Yes,1,11727
,Missouri,29,2014,2014,No,2,No,2,58597
,Missouri,29,2015,2015,Yes,1,Yes,1,710
,Missouri,29,2015,2015,Yes,1,No,2,4000
,Missouri,29,2015,2015,No,2,Yes,1,11100
,Missouri,29,2015,2015,No,2,No,2,58611
,Montana,30,2008,2008,Yes,1,Yes,1,81
,Montana,30,2008,2008,Yes,1,No,2,321
,Montana,30,2008,2008,No,2,Yes,1,2092
,Montana,30,2008,2008,No,2,No,2,9695
,Montana,30,2009,2009,Yes,1,Yes,1,66
,Montana,30,2009,2009,Yes,1,No,2,329
,Montana,30,2009,2009,No,2,Yes,1,1879
,Montana,30,2009,2009,No,2,No,2,9858
,Montana,30,2010,2010,Yes,1,Yes,1,68
,Montana,30,2010,2010,Yes,1,No,2,385
,Montana,30,2010,2010,No,2,Yes,1,1887
,Montana,30,2010,2010,No,2,No,2,9638
,Montana,30,2011,2011,Yes,1,Yes,1,80
,Montana,30,2011,2011,Yes,1,No,2,375
,Montana,30,2011,2011,No,2,Yes,1,1908
,Montana,30,2011,2011,No,2,No,2,9645
,Montana,30,2012,2012,Yes,1,Yes,1,86
,Montana,30,2012,2012,Yes,1,No,2,375
,Montana,30,2012,2012,No,2,Yes,1,1846
,Montana,30,2012,2012,No,2,No,2,9655
,Montana,30,2013,2013,Yes,1,Yes,1,76
,Montana,30,2013,2013,Yes,1,No,2,438
,Montana,30,2013,2013,No,2,Yes,1,1936
,Montana,30,2013,2013,No,2,No,2,9744
,Montana,30,2014,2014,Yes,1,Yes,1,101
,Montana,30,2014,2014,Yes,1,No,2,471
,Montana,30,2014,2014,No,2,Yes,1,1852
,Montana,30,2014,2014,No,2,No,2,9890
,Montana,30,2015,2015,Yes,1,Yes,1,101
,Montana,30,2015,2015,Yes,1,No,2,591
,Montana,30,2015,2015,No,2,Yes,1,1889
,Montana,30,2015,2015,No,2,No,2,9932
,Nebraska,31,2007,2007,Yes,1,Yes,1,210
,Nebraska,31,2007,2007,Yes,1,No,2,1182
,Nebraska,31,2007,2007,No,2,Yes,1,3862
,Nebraska,31,2007,2007,No,2,No,2,21607
,Nebraska,31,2008,2008,Yes,1,Yes,1,222
,Nebraska,31,2008,2008,Yes,1,No,2,1142
,Nebraska,31,2008,2008,No,2,Yes,1,3890
,Nebraska,31,2008,2008,No,2,No,2,21680
,Nebraska,31,2009,2009,Yes,1,Yes,1,222
,Nebraska,31,2009,2009,Yes,1,No,2,1158
,Nebraska,31,2009,2009,No,2,Yes,1,3569
,Nebraska,31,2009,2009,No,2,No,2,21921
,Nebraska,31,2010,2010,Yes,1,Yes,1,214
,Nebraska,31,2010,2010,Yes,1,No,2,1258
,Nebraska,31,2010,2010,No,2,Yes,1,3209
,Nebraska,31,2010,2010,No,2,No,2,21114
,Nebraska,31,2011,2011,Yes,1,Yes,1,204
,Nebraska,31,2011,2011,Yes,1,No,2,1311
,Nebraska,31,2011,2011,No,2,Yes,1,2962
,Nebraska,31,2011,2011,No,2,No,2,21091
,Nebraska,31,2012,2012,Yes,1,Yes,1,221
,Nebraska,31,2012,2012,Yes,1,No,2,1373
,Nebraska,31,2012,2012,No,2,Yes,1,2917
,Nebraska,31,2012,2012,No,2,No,2,21321
,Nebraska,31,2013,2013,Yes,1,Yes,1,216
,Nebraska,31,2013,2013,Yes,1,No,2,1559
,Nebraska,31,2013,2013,No,2,Yes,1,2824
,Nebraska,31,2013,2013,No,2,No,2,21418
,Nebraska,31,2014,2014,Yes,1,Yes,1,211
,Nebraska,31,2014,2014,Yes,1,No,2,1485
,Nebraska,31,2014,2014,No,2,Yes,1,2824
,Nebraska,31,2014,2014,No,2,No,2,22180
,Nebraska,31,2015,2015,Yes,1,Yes,1,196
,Nebraska,31,2015,2015,Yes,1,No,2,1554
,Nebraska,31,2015,2015,No,2,Yes,1,2485
,Nebraska,31,2015,2015,No,2,No,2,22371
,Nevada,32,2010,2010,Yes,1,Yes,1,92
,Nevada,32,2010,2010,Yes,1,No,2,1730
,Nevada,32,2010,2010,No,2,Yes,1,1811
,Nevada,32,2010,2010,No,2,No,2,31527
,Nevada,32,2011,2011,Yes,1,Yes,1,126
,Nevada,32,2011,2011,Yes,1,No,2,1855
,Nevada,32,2011,2011,No,2,Yes,1,1915
,Nevada,32,2011,2011,No,2,No,2,30741
,Nevada,32,2012,2012,Yes,1,Yes,1,106
,Nevada,32,2012,2012,Yes,1,No,2,2049
,Nevada,32,2012,2012,No,2,Yes,1,2025
,Nevada,32,2012,2012,No,2,No,2,29871
,Nevada,32,2013,2013,Yes,1,Yes,1,112
,Nevada,32,2013,2013,Yes,1,No,2,2194
,Nevada,32,2013,2013,No,2,Yes,1,1885
,Nevada,32,2013,2013,No,2,No,2,30323
,Nevada,32,2014,2014,Yes,1,Yes,1,98
,Nevada,32,2014,2014,Yes,1,No,2,2326
,Nevada,32,2014,2014,No,2,Yes,1,1732
,Nevada,32,2014,2014,No,2,No,2,31402
,Nevada,32,2015,2015,Yes,1,Yes,1,90
,Nevada,32,2015,2015,Yes,1,No,2,2413
,Nevada,32,2015,2015,No,2,Yes,1,1636
,Nevada,32,2015,2015,No,2,No,2,31826
,New Hampshire,33,2007,2007,Yes,1,Yes,1,101
,New Hampshire,33,2007,2007,Yes,1,No,2,617
,New Hampshire,33,2007,2007,No,2,Yes,1,1998
,New Hampshire,33,2007,2007,No,2,No,2,9723
,New Hampshire,33,2008,2008,Yes,1,Yes,1,87
,New Hampshire,33,2008,2008,Yes,1,No,2,488
,New Hampshire,33,2008,2008,No,2,Yes,1,1847
,New Hampshire,33,2008,2008,No,2,No,2,9790
,New Hampshire,33,2009,2009,Yes,1,Yes,1,112
,New Hampshire,33,2009,2009,Yes,1,No,2,544
,New Hampshire,33,2009,2009,No,2,Yes,1,1726
,New Hampshire,33,2009,2009,No,2,No,2,9656
,New Hampshire,33,2010,2010,Yes,1,Yes,1,93
,New Hampshire,33,2010,2010,Yes,1,No,2,574
,New Hampshire,33,2010,2010,No,2,Yes,1,1713
,New Hampshire,33,2010,2010,No,2,No,2,9261
,New Hampshire,33,2011,2011,Yes,1,Yes,1,120
,New Hampshire,33,2011,2011,Yes,1,No,2,681
,New Hampshire,33,2011,2011,No,2,Yes,1,1682
,New Hampshire,33,2011,2011,No,2,No,2,9882
,New Hampshire,33,2012,2012,Yes,1,Yes,1,133
,New Hampshire,33,2012,2012,Yes,1,No,2,800
,New Hampshire,33,2012,2012,No,2,Yes,1,1678
,New Hampshire,33,2012,2012,No,2,No,2,9384
,New Hampshire,33,2013,2013,Yes,1,Yes,1,102
,New Hampshire,33,2013,2013,Yes,1,No,2,741
,New Hampshire,33,2013,2013,No,2,Yes,1,1741
,New Hampshire,33,2013,2013,No,2,No,2,9537
,New Hampshire,33,2014,2014,Yes,1,Yes,1,111
,New Hampshire,33,2014,2014,Yes,1,No,2,738
,New Hampshire,33,2014,2014,No,2,Yes,1,1534
,New Hampshire,33,2014,2014,No,2,No,2,9651
,New Hampshire,33,2015,2015,Yes,1,Yes,1,76
,New Hampshire,33,2015,2015,Yes,1,No,2,670
,New Hampshire,33,2015,2015,No,2,Yes,1,1422
,New Hampshire,33,2015,2015,No,2,No,2,9849
,New Mexico,35,2008,2008,Yes,1,Yes,1,66
,New Mexico,35,2008,2008,Yes,1,No,2,1081
,New Mexico,35,2008,2008,No,2,Yes,1,2083
,New Mexico,35,2008,2008,No,2,No,2,26580
,New Mexico,35,2009,2009,Yes,1,Yes,1,93
,New Mexico,35,2009,2009,Yes,1,No,2,1032
,New Mexico,35,2009,2009,No,2,Yes,1,2099
,New Mexico,35,2009,2009,No,2,No,2,25443
,New Mexico,35,2010,2010,Yes,1,Yes,1,78
,New Mexico,35,2010,2010,Yes,1,No,2,1045
,New Mexico,35,2010,2010,No,2,Yes,1,1811
,New Mexico,35,2010,2010,No,2,No,2,24533
,New Mexico,35,2011,2011,Yes,1,Yes,1,75
,New Mexico,35,2011,2011,Yes,1,No,2,1041
,New Mexico,35,2011,2011,No,2,Yes,1,1626
,New Mexico,35,2011,2011,No,2,No,2,24235
,New Mexico,35,2012,2012,Yes,1,Yes,1,77
,New Mexico,35,2012,2012,Yes,1,No,2,1249
,New Mexico,35,2012,2012,No,2,Yes,1,1779
,New Mexico,35,2012,2012,No,2,No,2,23548
,New Mexico,35,2013,2013,Yes,1,Yes,1,78
,New Mexico,35,2013,2013,Yes,1,No,2,1266
,New Mexico,35,2013,2013,No,2,Yes,1,1801
,New Mexico,35,2013,2013,No,2,No,2,22795
,New Mexico,35,2014,2014,Yes,1,Yes,1,82
,New Mexico,35,2014,2014,Yes,1,No,2,1556
,New Mexico,35,2014,2014,No,2,Yes,1,1674
,New Mexico,35,2014,2014,No,2,No,2,22369
,New Mexico,35,2015,2015,Yes,1,Yes,1,83
,New Mexico,35,2015,2015,Yes,1,No,2,1586
,New Mexico,35,2015,2015,No,2,Yes,1,1605
,New Mexico,35,2015,2015,No,2,No,2,22253
,New York,36,2007,2007,Yes,1,Yes,1,714
,New York,36,2007,2007,Yes,1,No,2,5393
,New York,36,2007,2007,No,2,Yes,1,14624
,New York,36,2007,2007,No,2,No,2,99069
,New York,36,2008,2008,Yes,1,Yes,1,791
,New York,36,2008,2008,Yes,1,No,2,12128
,New York,36,2008,2008,No,2,Yes,1,16105
,New York,36,2008,2008,No,2,No,2,218169
,New York,36,2009,2009,Yes,1,Yes,1,827
,New York,36,2009,2009,Yes,1,No,2,12362
,New York,36,2009,2009,No,2,Yes,1,15417
,New York,36,2009,2009,No,2,No,2,215713
,New York,36,2010,2010,Yes,1,Yes,1,864
,New York,36,2010,2010,Yes,1,No,2,12528
,New York,36,2010,2010,No,2,Yes,1,14282
,New York,36,2010,2010,No,2,No,2,212553
,New York,36,2011,2011,Yes,1,Yes,1,848
,New York,36,2011,2011,Yes,1,No,2,12731
,New York,36,2011,2011,No,2,Yes,1,13598
,New York,36,2011,2011,No,2,No,2,210978
,New York,36,2012,2012,Yes,1,Yes,1,889
,New York,36,2012,2012,Yes,1,No,2,13375
,New York,36,2012,2012,No,2,Yes,1,13302
,New York,36,2012,2012,No,2,No,2,210096
,New York,36,2013,2013,Yes,1,Yes,1,886
,New York,36,2013,2013,Yes,1,No,2,13279
,New York,36,2013,2013,No,2,Yes,1,12370
,New York,36,2013,2013,No,2,No,2,207214
,New York,36,2014,2014,Yes,1,Yes,1,906
,New York,36,2014,2014,Yes,1,No,2,15048
,New York,36,2014,2014,No,2,Yes,1,11842
,New York,36,2014,2014,No,2,No,2,206989
,New York,36,2015,2015,Yes,1,Yes,1,853
,New York,36,2015,2015,Yes,1,No,2,16962
,New York,36,2015,2015,No,2,Yes,1,10886
,New York,36,2015,2015,No,2,No,2,205440
,North Carolina,37,2011,2011,Yes,1,Yes,1,820
,North Carolina,37,2011,2011,Yes,1,No,2,6663
,North Carolina,37,2011,2011,No,2,Yes,1,12282
,North Carolina,37,2011,2011,No,2,No,2,99817
,North Carolina,37,2012,2012,Yes,1,Yes,1,714
,North Carolina,37,2012,2012,Yes,1,No,2,6857
,North Carolina,37,2012,2012,No,2,Yes,1,12053
,North Carolina,37,2012,2012,No,2,No,2,99863
,North Carolina,37,2013,2013,Yes,1,Yes,1,705
,North Carolina,37,2013,2013,Yes,1,No,2,6791
,North Carolina,37,2013,2013,No,2,Yes,1,11597
,North Carolina,37,2013,2013,No,2,No,2,99718
,North Carolina,37,2014,2014,Yes,1,Yes,1,748
,North Carolina,37,2014,2014,Yes,1,No,2,6684
,North Carolina,37,2014,2014,No,2,Yes,1,11145
,North Carolina,37,2014,2014,No,2,No,2,102224
,North Carolina,37,2015,2015,Yes,1,Yes,1,745
,North Carolina,37,2015,2015,Yes,1,No,2,6785
,North Carolina,37,2015,2015,No,2,Yes,1,10555
,North Carolina,37,2015,2015,No,2,No,2,102679
,North Dakota,38,2007,2007,Yes,1,Yes,1,70
,North Dakota,38,2007,2007,Yes,1,No,2,249
,North Dakota,38,2007,2007,No,2,Yes,1,1582
,North Dakota,38,2007,2007,No,2,No,2,6734
,North Dakota,38,2008,2008,Yes,1,Yes,1,64
,North Dakota,38,2008,2008,Yes,1,No,2,301
,North Dakota,38,2008,2008,No,2,Yes,1,1620
,North Dakota,38,2008,2008,No,2,No,2,6765
,North Dakota,38,2009,2009,Yes,1,Yes,1,93
,North Dakota,38,2009,2009,Yes,1,No,2,347
,North Dakota,38,2009,2009,No,2,Yes,1,1474
,North Dakota,38,2009,2009,No,2,No,2,6912
,North Dakota,38,2010,2010,Yes,1,Yes,1,98
,North Dakota,38,2010,2010,Yes,1,No,2,378
,North Dakota,38,2010,2010,No,2,Yes,1,1465
,North Dakota,38,2010,2010,No,2,No,2,6996
,North Dakota,38,2011,2011,Yes,1,Yes,1,85
,North Dakota,38,2011,2011,Yes,1,No,2,410
,North Dakota,38,2011,2011,No,2,Yes,1,1499
,North Dakota,38,2011,2011,No,2,No,2,7496
,North Dakota,38,2012,2012,Yes,1,Yes,1,94
,North Dakota,38,2012,2012,Yes,1,No,2,457
,North Dakota,38,2012,2012,No,2,Yes,1,1580
,North Dakota,38,2012,2012,No,2,No,2,7963
,North Dakota,38,2013,2013,Yes,1,Yes,1,110
,North Dakota,38,2013,2013,Yes,1,No,2,516
,North Dakota,38,2013,2013,No,2,Yes,1,1530
,North Dakota,38,2013,2013,No,2,No,2,8418
,North Dakota,38,2014,2014,Yes,1,Yes,1,107
,North Dakota,38,2014,2014,Yes,1,No,2,532
,North Dakota,38,2014,2014,No,2,Yes,1,1531
,North Dakota,38,2014,2014,No,2,No,2,9124
,North Dakota,38,2015,2015,Yes,1,Yes,1,99
,North Dakota,38,2015,2015,Yes,1,No,2,627
,North Dakota,38,2015,2015,No,2,Yes,1,1521
,North Dakota,38,2015,2015,No,2,No,2,9040
,Ohio,39,2007,2007,Yes,1,Yes,1,1465
,Ohio,39,2007,2007,Yes,1,No,2,6896
,Ohio,39,2007,2007,No,2,Yes,1,27025
,Ohio,39,2007,2007,No,2,No,2,111044
,Ohio,39,2008,2008,Yes,1,Yes,1,1501
,Ohio,39,2008,2008,Yes,1,No,2,6713
,Ohio,39,2008,2008,No,2,Yes,1,26403
,Ohio,39,2008,2008,No,2,No,2,109913
,Ohio,39,2009,2009,Yes,1,Yes,1,1613
,Ohio,39,2009,2009,Yes,1,No,2,7199
,Ohio,39,2009,2009,No,2,Yes,1,25421
,Ohio,39,2009,2009,No,2,No,2,107069
,Ohio,39,2010,2010,Yes,1,Yes,1,1662
,Ohio,39,2010,2010,Yes,1,No,2,7460
,Ohio,39,2010,2010,No,2,Yes,1,22544
,Ohio,39,2010,2010,No,2,No,2,102603
,Ohio,39,2011,2011,Yes,1,Yes,1,1573
,Ohio,39,2011,2011,Yes,1,No,2,7775
,Ohio,39,2011,2011,No,2,Yes,1,21801
,Ohio,39,2011,2011,No,2,No,2,101839
,Ohio,39,2012,2012,Yes,1,Yes,1,1617
,Ohio,39,2012,2012,Yes,1,No,2,8314
,Ohio,39,2012,2012,No,2,Yes,1,21383
,Ohio,39,2012,2012,No,2,No,2,102601
,Ohio,39,2013,2013,Yes,1,Yes,1,1683
,Ohio,39,2013,2013,Yes,1,No,2,8858
,Ohio,39,2013,2013,No,2,Yes,1,20990
,Ohio,39,2013,2013,No,2,No,2,103834
,Ohio,39,2014,2014,Yes,1,Yes,1,1617
,Ohio,39,2014,2014,Yes,1,No,2,9126
,Ohio,39,2014,2014,No,2,Yes,1,20963
,Ohio,39,2014,2014,No,2,No,2,107218
,Ohio,39,2015,2015,Yes,1,Yes,1,1554
,Ohio,39,2015,2015,Yes,1,No,2,9620
,Ohio,39,2015,2015,No,2,Yes,1,19594
,Ohio,39,2015,2015,No,2,No,2,108025
,Oklahoma,40,2010,2010,Yes,1,Yes,1,362
,Oklahoma,40,2010,2010,Yes,1,No,2,1943
,Oklahoma,40,2010,2010,No,2,Yes,1,7968
,Oklahoma,40,2010,2010,No,2,No,2,41948
,Oklahoma,40,2011,2011,Yes,1,Yes,1,384
,Oklahoma,40,2011,2011,Yes,1,No,2,2006
,Oklahoma,40,2011,2011,No,2,Yes,1,7319
,Oklahoma,40,2011,2011,No,2,No,2,41366
,Oklahoma,40,2012,2012,Yes,1,Yes,1,334
,Oklahoma,40,2012,2012,Yes,1,No,2,2120
,Oklahoma,40,2012,2012,No,2,Yes,1,7044
,Oklahoma,40,2012,2012,No,2,No,2,41920
,Oklahoma,40,2013,2013,Yes,1,Yes,1,310
,Oklahoma,40,2013,2013,Yes,1,No,2,2244
,Oklahoma,40,2013,2013,No,2,Yes,1,6746
,Oklahoma,40,2013,2013,No,2,No,2,42741
,Oklahoma,40,2014,2014,Yes,1,Yes,1,347
,Oklahoma,40,2014,2014,Yes,1,No,2,2428
,Oklahoma,40,2014,2014,No,2,Yes,1,6578
,Oklahoma,40,2014,2014,No,2,No,2,43653
,Oklahoma,40,2015,2015,Yes,1,Yes,1,307
,Oklahoma,40,2015,2015,Yes,1,No,2,2473
,Oklahoma,40,2015,2015,No,2,Yes,1,6158
,Oklahoma,40,2015,2015,No,2,No,2,44133
,Oregon,41,2008,2008,Yes,1,Yes,1,295
,Oregon,41,2008,2008,Yes,1,No,2,2437
,Oregon,41,2008,2008,No,2,Yes,1,5404
,Oregon,41,2008,2008,No,2,No,2,40408
,Oregon,41,2009,2009,Yes,1,Yes,1,321
,Oregon,41,2009,2009,Yes,1,No,2,2719
,Oregon,41,2009,2009,No,2,Yes,1,4933
,Oregon,41,2009,2009,No,2,No,2,38780
,Oregon,41,2010,2010,Yes,1,Yes,1,314
,Oregon,41,2010,2010,Yes,1,No,2,2876
,Oregon,41,2010,2010,No,2,Yes,1,4770
,Oregon,41,2010,2010,No,2,No,2,37157
,Oregon,41,2011,2011,Yes,1,Yes,1,304
,Oregon,41,2011,2011,Yes,1,No,2,2952
,Oregon,41,2011,2011,No,2,Yes,1,4448
,Oregon,41,2011,2011,No,2,No,2,37032
,Oregon,41,2012,2012,Yes,1,Yes,1,348
,Oregon,41,2012,2012,Yes,1,No,2,3271
,Oregon,41,2012,2012,No,2,Yes,1,4349
,Oregon,41,2012,2012,No,2,No,2,36744
,Oregon,41,2013,2013,Yes,1,Yes,1,324
,Oregon,41,2013,2013,Yes,1,No,2,3474
,Oregon,41,2013,2013,No,2,Yes,1,4231
,Oregon,41,2013,2013,No,2,No,2,36855
,Oregon,41,2014,2014,Yes,1,Yes,1,331
,Oregon,41,2014,2014,Yes,1,No,2,3618
,Oregon,41,2014,2014,No,2,Yes,1,4352
,Oregon,41,2014,2014,No,2,No,2,37084
,Oregon,41,2015,2015,Yes,1,Yes,1,330
,Oregon,41,2015,2015,Yes,1,No,2,3683
,Oregon,41,2015,2015,No,2,Yes,1,4187
,Oregon,41,2015,2015,No,2,No,2,37289
,Pennsylvania,42,2007,2007,Yes,1,Yes,1,1148
,Pennsylvania,42,2007,2007,Yes,1,No,2,5910
,Pennsylvania,42,2007,2007,No,2,Yes,1,24169
,Pennsylvania,42,2007,2007,No,2,No,2,113965
,Pennsylvania,42,2008,2008,Yes,1,Yes,1,1144
,Pennsylvania,42,2008,2008,Yes,1,No,2,6157
,Pennsylvania,42,2008,2008,No,2,Yes,1,23182
,Pennsylvania,42,2008,2008,No,2,No,2,113129
,Pennsylvania,42,2009,2009,Yes,1,Yes,1,1072
,Pennsylvania,42,2009,2009,Yes,1,No,2,6310
,Pennsylvania,42,2009,2009,No,2,Yes,1,22209
,Pennsylvania,42,2009,2009,No,2,No,2,111303
,Pennsylvania,42,2010,2010,Yes,1,Yes,1,1151
,Pennsylvania,42,2010,2010,Yes,1,No,2,6444
,Pennsylvania,42,2010,2010,No,2,Yes,1,20959
,Pennsylvania,42,2010,2010,No,2,No,2,110568
,Pennsylvania,42,2011,2011,Yes,1,Yes,1,1169
,Pennsylvania,42,2011,2011,Yes,1,No,2,6718
,Pennsylvania,42,2011,2011,No,2,Yes,1,20103
,Pennsylvania,42,2011,2011,No,2,No,2,111154
,Pennsylvania,42,2012,2012,Yes,1,Yes,1,1162
,Pennsylvania,42,2012,2012,Yes,1,No,2,7149
,Pennsylvania,42,2012,2012,No,2,Yes,1,19396
,Pennsylvania,42,2012,2012,No,2,No,2,110892
,Pennsylvania,42,2013,2013,Yes,1,Yes,1,1134
,Pennsylvania,42,2013,2013,Yes,1,No,2,7047
,Pennsylvania,42,2013,2013,No,2,Yes,1,18363
,Pennsylvania,42,2013,2013,No,2,No,2,110537
,Pennsylvania,42,2014,2014,Yes,1,Yes,1,1066
,Pennsylvania,42,2014,2014,Yes,1,No,2,7537
,Pennsylvania,42,2014,2014,No,2,Yes,1,17872
,Pennsylvania,42,2014,2014,No,2,No,2,112234
,Pennsylvania,42,2015,2015,Yes,1,Yes,1,954
,Pennsylvania,42,2015,2015,Yes,1,No,2,7514
,Pennsylvania,42,2015,2015,No,2,Yes,1,16341
,Pennsylvania,42,2015,2015,No,2,No,2,113607
,Rhode Island,44,2015,2015,Yes,1,Yes,1,69
,Rhode Island,44,2015,2015,Yes,1,No,2,772
,Rhode Island,44,2015,2015,No,2,Yes,1,730
,Rhode Island,44,2015,2015,No,2,No,2,9068
,South Carolina,45,2007,2007,Yes,1,Yes,1,342
,South Carolina,45,2007,2007,Yes,1,No,2,2960
,South Carolina,45,2007,2007,No,2,Yes,1,6969
,South Carolina,45,2007,2007,No,2,No,2,49762
,South Carolina,45,2008,2008,Yes,1,Yes,1,432
,South Carolina,45,2008,2008,Yes,1,No,2,3063
,South Carolina,45,2008,2008,No,2,Yes,1,7176
,South Carolina,45,2008,2008,No,2,No,2,49168
,South Carolina,45,2009,2009,Yes,1,Yes,1,420
,South Carolina,45,2009,2009,Yes,1,No,2,2898
,South Carolina,45,2009,2009,No,2,Yes,1,6944
,South Carolina,45,2009,2009,No,2,No,2,47066
,South Carolina,45,2010,2010,Yes,1,Yes,1,422
,South Carolina,45,2010,2010,Yes,1,No,2,3052
,South Carolina,45,2010,2010,No,2,Yes,1,6428
,South Carolina,45,2010,2010,No,2,No,2,45562
,South Carolina,45,2011,2011,Yes,1,Yes,1,357
,South Carolina,45,2011,2011,Yes,1,No,2,3006
,South Carolina,45,2011,2011,No,2,Yes,1,6049
,South Carolina,45,2011,2011,No,2,No,2,46564
,South Carolina,45,2012,2012,Yes,1,Yes,1,348
,South Carolina,45,2012,2012,Yes,1,No,2,3208
,South Carolina,45,2012,2012,No,2,Yes,1,5938
,South Carolina,45,2012,2012,No,2,No,2,47418
,South Carolina,45,2013,2013,Yes,1,Yes,1,387
,South Carolina,45,2013,2013,Yes,1,No,2,3547
,South Carolina,45,2013,2013,No,2,Yes,1,5822
,South Carolina,45,2013,2013,No,2,No,2,46856
,South Carolina,45,2014,2014,Yes,1,Yes,1,462
,South Carolina,45,2014,2014,Yes,1,No,2,3906
,South Carolina,45,2014,2014,No,2,Yes,1,5977
,South Carolina,45,2014,2014,No,2,No,2,47176
,South Carolina,45,2015,2015,Yes,1,Yes,1,365
,South Carolina,45,2015,2015,Yes,1,No,2,3966
,South Carolina,45,2015,2015,No,2,Yes,1,5329
,South Carolina,45,2015,2015,No,2,No,2,48429
,South Dakota,46,2007,2007,Yes,1,Yes,1,130
,South Dakota,46,2007,2007,Yes,1,No,2,474
,South Dakota,46,2007,2007,No,2,Yes,1,2208
,South Dakota,46,2007,2007,No,2,No,2,9199
,South Dakota,46,2008,2008,Yes,1,Yes,1,116
,South Dakota,46,2008,2008,Yes,1,No,2,489
,South Dakota,46,2008,2008,No,2,Yes,1,2067
,South Dakota,46,2008,2008,No,2,No,2,9164
,South Dakota,46,2009,2009,Yes,1,Yes,1,99
,South Dakota,46,2009,2009,Yes,1,No,2,514
,South Dakota,46,2009,2009,No,2,Yes,1,2084
,South Dakota,46,2009,2009,No,2,No,2,9080
,South Dakota,46,2010,2010,Yes,1,Yes,1,107
,South Dakota,46,2010,2010,Yes,1,No,2,585
,South Dakota,46,2010,2010,No,2,Yes,1,1893
,South Dakota,46,2010,2010,No,2,No,2,9089
,South Dakota,46,2011,2011,Yes,1,Yes,1,128
,South Dakota,46,2011,2011,Yes,1,No,2,653
,South Dakota,46,2011,2011,No,2,Yes,1,1859
,South Dakota,46,2011,2011,No,2,No,2,9119
,South Dakota,46,2012,2012,Yes,1,Yes,1,136
,South Dakota,46,2012,2012,Yes,1,No,2,611
,South Dakota,46,2012,2012,No,2,Yes,1,1854
,South Dakota,46,2012,2012,No,2,No,2,9452
,South Dakota,46,2013,2013,Yes,1,Yes,1,124
,South Dakota,46,2013,2013,Yes,1,No,2,753
,South Dakota,46,2013,2013,No,2,Yes,1,1711
,South Dakota,46,2013,2013,No,2,No,2,9586
,South Dakota,46,2014,2014,Yes,1,Yes,1,152
,South Dakota,46,2014,2014,Yes,1,No,2,864
,South Dakota,46,2014,2014,No,2,Yes,1,1646
,South Dakota,46,2014,2014,No,2,No,2,9511
,South Dakota,46,2015,2015,Yes,1,Yes,1,152
,South Dakota,46,2015,2015,Yes,1,No,2,914
,South Dakota,46,2015,2015,No,2,Yes,1,1552
,South Dakota,46,2015,2015,No,2,No,2,9638
,Tennessee,47,2007,2007,Yes,1,Yes,1,914
,Tennessee,47,2007,2007,Yes,1,No,2,4365
,Tennessee,47,2007,2007,No,2,Yes,1,15789
,Tennessee,47,2007,2007,No,2,No,2,65138
,Tennessee,47,2008,2008,Yes,1,Yes,1,813
,Tennessee,47,2008,2008,Yes,1,No,2,4123
,Tennessee,47,2008,2008,No,2,Yes,1,15172
,Tennessee,47,2008,2008,No,2,No,2,64913
,Tennessee,47,2009,2009,Yes,1,Yes,1,807
,Tennessee,47,2009,2009,Yes,1,No,2,4058
,Tennessee,47,2009,2009,No,2,Yes,1,14212
,Tennessee,47,2009,2009,No,2,No,2,62410
,Tennessee,47,2010,2010,Yes,1,Yes,1,782
,Tennessee,47,2010,2010,Yes,1,No,2,3996
,Tennessee,47,2010,2010,No,2,Yes,1,13094
,Tennessee,47,2010,2010,No,2,No,2,60957
,Tennessee,47,2011,2011,Yes,1,Yes,1,794
,Tennessee,47,2011,2011,Yes,1,No,2,4524
,Tennessee,47,2011,2011,No,2,Yes,1,12683
,Tennessee,47,2011,2011,No,2,No,2,60945
,Tennessee,47,2012,2012,Yes,1,Yes,1,837
