Notes,State,State Code,Year,Year Code,Diabetes,Diabetes Code,Tobacco Use,Tobacco Use Code,Births
,Tennessee,47,2012,2012,Yes,1,No,2,4712
,Tennessee,47,2012,2012,No,2,Yes,1,12219
,Tennessee,47,2012,2012,No,2,No,2,61968
,Tennessee,47,2013,2013,Yes,1,Yes,1,821
,Tennessee,47,2013,2013,Yes,1,No,2,4750
,Tennessee,47,2013,2013,No,2,Yes,1,11935
,Tennessee,47,2013,2013,No,2,No,2,61983
,Tennessee,47,2014,2014,Yes,1,Yes,1,766
,Tennessee,47,2014,2014,Yes,1,No,2,4673
,Tennessee,47,2014,2014,No,2,Yes,1,11358
,Tennessee,47,2014,2014,No,2,No,2,64349
,Tennessee,47,2015,2015,Yes,1,Yes,1,798
,Tennessee,47,2015,2015,Yes,1,No,2,4781
,Tennessee,47,2015,2015,No,2,Yes,1,10777
,Tennessee,47,2015,2015,No,2,No,2,64594
,Texas,48,2007,2007,Yes,1,Yes,1,802
,Texas,48,2007,2007,Yes,1,No,2,17740
,Texas,48,2007,2007,No,2,Yes,1,22037
,Texas,48,2007,2007,No,2,No,2,365805
,Texas,48,2008,2008,Yes,1,Yes,1,753
,Texas,48,2008,2008,Yes,1,No,2,17771
,Texas,48,2008,2008,No,2,Yes,1,20995
,Texas,48,2008,2008,No,2,No,2,365147
,Texas,48,2009,2009,Yes,1,Yes,1,691
,Texas,48,2009,2009,Yes,1,No,2,17131
,Texas,48,2009,2009,No,2,Yes,1,19675
,Texas,48,2009,2009,No,2,No,2,363799
,Texas,48,2010,2010,Yes,1,Yes,1,679
,Texas,48,2010,2010,Yes,1,No,2,16803
,Texas,48,2010,2010,No,2,Yes,1,18115
,Texas,48,2010,2010,No,2,No,2,350013
,Texas,48,2011,2011,Yes,1,Yes,1,676
,Texas,48,2011,2011,Yes,1,No,2,17850
,Texas,48,2011,2011,No,2,Yes,1,16840
,Texas,48,2011,2011,No,2,No,2,341869
,Texas,48,2012,2012,Yes,1,Yes,1,700
,Texas,48,2012,2012,Yes,1,No,2,18573
,Texas,48,2012,2012,No,2,Yes,1,16265
,Texas,48,2012,2012,No,2,No,2,347019
,Texas,48,2013,2013,Yes,1,Yes,1,687
,Texas,48,2013,2013,Yes,1,No,2,18385
,Texas,48,2013,2013,No,2,Yes,1,16119
,Texas,48,2013,2013,No,2,No,2,351965
,Texas,48,2014,2014,Yes,1,Yes,1,729
,Texas,48,2014,2014,Yes,1,No,2,21381
,Texas,48,2014,2014,No,2,Yes,1,14958
,Texas,48,2014,2014,No,2,No,2,362571
,Texas,48,2015,2015,Yes,1,Yes,1,679
,Texas,48,2015,2015,Yes,1,No,2,21506
,Texas,48,2015,2015,No,2,Yes,1,13842
,Texas,48,2015,2015,No,2,No,2,367489
,Utah,49,2009,2009,Yes,1,Yes,1,119
,Utah,49,2009,2009,Yes,1,No,2,1954
,Utah,49,2009,2009,No,2,Yes,1,2404
,Utah,49,2009,2009,No,2,No,2,49201
,Utah,49,2010,2010,Yes,1,Yes,1,107
,Utah,49,2010,2010,Yes,1,No,2,2164
,Utah,49,2010,2010,No,2,Yes,1,2110
,Utah,49,2010,2010,No,2,No,2,47685
,Utah,49,2011,2011,Yes,1,Yes,1,99
,Utah,49,2011,2011,Yes,1,No,2,2268
,Utah,49,2011,2011,No,2,Yes,1,2123
,Utah,49,2011,2011,No,2,No,2,46560
,Utah,49,2012,2012,Yes,1,Yes,1,106
,Utah,49,2012,2012,Yes,1,No,2,2237
,Utah,49,2012,2012,No,2,Yes,1,2115
,Utah,49,2012,2012,No,2,No,2,46826
,Utah,49,2013,2013,Yes,1,Yes,1,111
,Utah,49,2013,2013,Yes,1,No,2,2580
,Utah,49,2013,2013,No,2,Yes,1,2013
,Utah,49,2013,2013,No,2,No,2,46080
,Utah,49,2014,2014,Yes,1,Yes,1,108
,Utah,49,2014,2014,Yes,1,No,2,2754
,Utah,49,2014,2014,No,2,Yes,1,1858
,Utah,49,2014,2014,No,2,No,2,46259
,Utah,49,2015,2015,Yes,1,Yes,1,111
,Utah,49,2015,2015,Yes,1,No,2,3202
,Utah,49,2015,2015,No,2,Yes,1,1653
,Utah,49,2015,2015,No,2,No,2,45643
,Vermont,50,2007,2007,Yes,1,Yes,1,46
,Vermont,50,2007,2007,Yes,1,No,2,221
,Vermont,50,2007,2007,No,2,Yes,1,1161
,Vermont,50,2007,2007,No,2,No,2,4977
,Vermont,50,2008,2008,Yes,1,Yes,1,52
,Vermont,50,2008,2008,Yes,1,No,2,208
,Vermont,50,2008,2008,No,2,Yes,1,1206
,Vermont,50,2008,2008,No,2,No,2,4758
,Vermont,50,2009,2009,Yes,1,Yes,1,75
,Vermont,50,2009,2009,Yes,1,No,2,227
,Vermont,50,2009,2009,No,2,Yes,1,1053
,Vermont,50,2009,2009,No,2,No,2,4670
,Vermont,50,2010,2010,Yes,1,Yes,1,53
,Vermont,50,2010,2010,Yes,1,No,2,276
,Vermont,50,2010,2010,No,2,Yes,1,1044
,Vermont,50,2010,2010,No,2,No,2,4764
,Vermont,50,2011,2011,Yes,1,Yes,1,71
,Vermont,50,2011,2011,Yes,1,No,2,275
,Vermont,50,2011,2011,No,2,Yes,1,966
,Vermont,50,2011,2011,No,2,No,2,4691
,Vermont,50,2012,2012,Yes,1,Yes,1,57
,Vermont,50,2012,2012,Yes,1,No,2,259
,Vermont,50,2012,2012,No,2,Yes,1,995
,Vermont,50,2012,2012,No,2,No,2,4638
,Vermont,50,2013,2013,Yes,1,Yes,1,68
,Vermont,50,2013,2013,Yes,1,No,2,328
,Vermont,50,2013,2013,No,2,Yes,1,1016
,Vermont,50,2013,2013,No,2,No,2,4512
,Vermont,50,2014,2014,Yes,1,Yes,1,49
,Vermont,50,2014,2014,Yes,1,No,2,280
,Vermont,50,2014,2014,No,2,Yes,1,974
,Vermont,50,2014,2014,No,2,No,2,4802
,Vermont,50,2015,2015,Yes,1,Yes,1,60
,Vermont,50,2015,2015,Yes,1,No,2,219
,Vermont,50,2015,2015,No,2,Yes,1,904
,Vermont,50,2015,2015,No,2,No,2,4641
,Virginia,51,2013,2013,Yes,1,Yes,1,350
,Virginia,51,2013,2013,Yes,1,No,2,3792
,Virginia,51,2013,2013,No,2,Yes,1,6045
,Virginia,51,2013,2013,No,2,No,2,65802
,Virginia,51,2014,2014,Yes,1,Yes,1,285
,Virginia,51,2014,2014,Yes,1,No,2,4302
,Virginia,51,2014,2014,No,2,Yes,1,5441
,Virginia,51,2014,2014,No,2,No,2,63446
,Virginia,51,2015,2015,Yes,1,Yes,1,370
,Virginia,51,2015,2015,Yes,1,No,2,5542
,Virginia,51,2015,2015,No,2,Yes,1,5797
,Virginia,51,2015,2015,No,2,No,2,79438
,Washington,53,2007,2007,Yes,1,Yes,1,492
,Washington,53,2007,2007,Yes,1,No,2,4819
,Washington,53,2007,2007,No,2,Yes,1,8215
,Washington,53,2007,2007,No,2,No,2,72565
,Washington,53,2008,2008,Yes,1,Yes,1,511
,Washington,53,2008,2008,Yes,1,No,2,4848
,Washington,53,2008,2008,No,2,Yes,1,8561
,Washington,53,2008,2008,No,2,No,2,74660
,Washington,53,2009,2009,Yes,1,Yes,1,559
,Washington,53,2009,2009,Yes,1,No,2,5121
,Washington,53,2009,2009,No,2,Yes,1,8000
,Washington,53,2009,2009,No,2,No,2,74028
,Washington,53,2010,2010,Yes,1,Yes,1,514
,Washington,53,2010,2010,Yes,1,No,2,4997
,Washington,53,2010,2010,No,2,Yes,1,7295
,Washington,53,2010,2010,No,2,No,2,72549
,Washington,53,2011,2011,Yes,1,Yes,1,507
,Washington,53,2011,2011,Yes,1,No,2,5562
,Washington,53,2011,2011,No,2,Yes,1,7176
,Washington,53,2011,2011,No,2,No,2,72774
,Washington,53,2012,2012,Yes,1,Yes,1,522
,Washington,53,2012,2012,Yes,1,No,2,6087
,Washington,53,2012,2012,No,2,Yes,1,7069
,Washington,53,2012,2012,No,2,No,2,72883
,Washington,53,2013,2013,Yes,1,Yes,1,514
,Washington,53,2013,2013,Yes,1,No,2,6198
,Washington,53,2013,2013,No,2,Yes,1,6751
,Washington,53,2013,2013,No,2,No,2,72310
,Washington,53,2014,2014,Yes,1,Yes,1,576
,Washington,53,2014,2014,Yes,1,No,2,6726
,Washington,53,2014,2014,No,2,Yes,1,6415
,Washington,53,2014,2014,No,2,No,2,74064
,Washington,53,2015,2015,Yes,1,Yes,1,572
,Washington,53,2015,2015,Yes,1,No,2,7419
,Washington,53,2015,2015,No,2,Yes,1,5792
,Washington,53,2015,2015,No,2,No,2,74338
,West Virginia,54,2014,2014,Yes,1,Yes,1,339
,West Virginia,54,2014,2014,Yes,1,No,2,1235
,West Virginia,54,2014,2014,No,2,Yes,1,5023
,West Virginia,54,2014,2014,No,2,No,2,13268
,West Virginia,54,2015,2015,Yes,1,Yes,1,339
,West Virginia,54,2015,2015,Yes,1,No,2,1232
,West Virginia,54,2015,2015,No,2,Yes,1,4537
,West Virginia,54,2015,2015,No,2,No,2,13291
,Wisconsin,55,2011,2011,Yes,1,Yes,1,646
,Wisconsin,55,2011,2011,Yes,1,No,2,3815
,Wisconsin,55,2011,2011,No,2,Yes,1,8959
,Wisconsin,55,2011,2011,No,2,No,2,53496
,Wisconsin,55,2012,2012,Yes,1,Yes,1,653
,Wisconsin,55,2012,2012,Yes,1,No,2,4124
,Wisconsin,55,2012,2012,No,2,Yes,1,8653
,Wisconsin,55,2012,2012,No,2,No,2,53340
,Wisconsin,55,2013,2013,Yes,1,Yes,1,678
,Wisconsin,55,2013,2013,Yes,1,No,2,4226
,Wisconsin,55,2013,2013,No,2,Yes,1,8282
,Wisconsin,55,2013,2013,No,2,No,2,52844
,Wisconsin,55,2014,2014,Yes,1,Yes,1,618
,Wisconsin,55,2014,2014,Yes,1,No,2,4258
,Wisconsin,55,2014,2014,No,2,Yes,1,8115
,Wisconsin,55,2014,2014,No,2,No,2,53566
,Wisconsin,55,2015,2015,Yes,1,Yes,1,582
,Wisconsin,55,2015,2015,Yes,1,No,2,4375
,Wisconsin,55,2015,2015,No,2,Yes,1,7382
,Wisconsin,55,2015,2015,No,2,No,2,54220
,Wyoming,56,2007,2007,Yes,1,Yes,1,33
,Wyoming,56,2007,2007,Yes,1,No,2,139
,Wyoming,56,2007,2007,No,2,Yes,1,1535
,Wyoming,56,2007,2007,No,2,No,2,5575
,Wyoming,56,2008,2008,Yes,1,Yes,1,44
,Wyoming,56,2008,2008,Yes,1,No,2,193
,Wyoming,56,2008,2008,No,2,Yes,1,1445
,Wyoming,56,2008,2008,No,2,No,2,5673
,Wyoming,56,2009,2009,Yes,1,Yes,1,48
,Wyoming,56,2009,2009,Yes,1,No,2,191
,Wyoming,56,2009,2009,No,2,Yes,1,1404
,Wyoming,56,2009,2009,No,2,No,2,5869
,Wyoming,56,2010,2010,Yes,1,Yes,1,41
,Wyoming,56,2010,2010,Yes,1,No,2,201
,Wyoming,56,2010,2010,No,2,Yes,1,1307
,Wyoming,56,2010,2010,No,2,No,2,5498
,Wyoming,56,2011,2011,Yes,1,Yes,1,39
,Wyoming,56,2011,2011,Yes,1,No,2,194
,Wyoming,56,2011,2011,No,2,Yes,1,1250
,Wyoming,56,2011,2011,No,2,No,2,5794
,Wyoming,56,2012,2012,Yes,1,Yes,1,27
,Wyoming,56,2012,2012,Yes,1,No,2,213
,Wyoming,56,2012,2012,No,2,Yes,1,1272
,Wyoming,56,2012,2012,No,2,No,2,5854
,Wyoming,56,2013,2013,Yes,1,Yes,1,53
,Wyoming,56,2013,2013,Yes,1,No,2,235
,Wyoming,56,2013,2013,No,2,Yes,1,1208
,Wyoming,56,2013,2013,No,2,No,2,5904
,Wyoming,56,2014,2014,Yes,1,Yes,1,59
,Wyoming,56,2014,2014,Yes,1,No,2,248
,Wyoming,56,2014,2014,No,2,Yes,1,1204
,Wyoming,56,2014,2014,No,2,No,2,5981
,Wyoming,56,2015,2015,Yes,1,Yes,1,42
,Wyoming,56,2015,2015,Yes,1,No,2,287
,Wyoming,56,2015,2015,No,2,Yes,1,1105
,Wyoming,56,2015,2015,No,2,No,2,6105
